Tool,#FAIL,Limit,UL/LL,Code,n,TimeStamp,#FAIL-UL,#FAIL-LL,
DotAverageXOffset,0,6,-35/35,OK,31,2020-01-15 13:49:06,0,0
DotAverageYOffset,0,6,-35/35,OK,31,2020-01-15 13:49:06,0,0
DotAverageTheraOffset,0,6,-15/15,OK,31,2020-01-15 13:49:06,0,0
NegativeCD,11,6,25/35,#ff0010,31,2020-01-15 13:49:06,6,5
PositiveCD,9,6,25/35,#ff0010,31,2020-01-15 13:49:06,0,9
N_PCTMissing,0,6,0/35,OK,31,2020-01-15 13:49:06,0,0
P_PCTMissing,0,6,0/35,OK,31,2020-01-15 13:49:06,0,0
NDotDiameterStdev,34.40,50,0/40,OK,31,2020-01-15 13:49:06,0,0
PDotDiameterStdev,29.20,50,0/40,OK,31,2020-01-15 13:49:06,0,0
LeftXDeviation,0,6,-60/0,OK,31,2020-01-15 13:49:06,0,0
RightXDeviation,0,6,20/90,OK,31,2020-01-15 13:49:06,0,0
NNLineDistanceAve,0,6,971/974,OK,31,2020-01-15 13:49:06,0,0
PPLineDistanceAve,0,6,971/974,OK,31,2020-01-15 13:49:06,0,0
NNLineDistanceMax,0,6,975/990,OK,31,2020-01-15 13:49:06,0,0
PPLineDistanceMax,0,6,975/990,OK,31,2020-01-15 13:49:06,0,0
NNLineDistanceMin,0,6,960/970,OK,31,2020-01-15 13:49:06,0,0
PPLineDistanceMin,0,6,960/970,OK,31,2020-01-15 13:49:06,0,0
NInlineDotDistanceAve,0,6,110/120,OK,31,2020-01-15 13:49:06,0,0
PInlineDotDistanceAve,0,6,110/120,OK,31,2020-01-15 13:49:06,0,0
NtoPLineDistanceAve,0,6,485/488,OK,31,2020-01-15 13:49:06,0,0
NtoPLineDistanceMax,6,6,495/505,#ff0010,31,2020-01-15 13:49:06,6,0
NtoPLineDistanceMin,0,6,473/483,OK,31,2020-01-15 13:49:06,0,0
INNOLAS4023_LCM_L21,LASTRUN,2020-01-15 13:49:06,31,HEADER,,,
