Tool,#FAIL,Limit,UL/LL,Code,n,TimeStamp,#FAIL-UL,#FAIL-LL,
DotAverageXOffset,0,10,-35/35,OK,50,2020-01-15 15:29:06,0,0
DotAverageYOffset,0,10,-35/35,OK,50,2020-01-15 15:29:06,0,0
DotAverageTheraOffset,0,10,-15/15,OK,50,2020-01-15 15:29:06,0,0
NegativeCD,25,10,25/35,#ff0010,50,2020-01-15 15:29:06,0,25
PositiveCD,36,10,25/35,#ff0010,50,2020-01-15 15:29:06,0,36
N_PCTMissing,0,10,0/35,OK,50,2020-01-15 15:29:06,0,0
P_PCTMissing,0,10,0/35,OK,50,2020-01-15 15:29:06,0,0
NDotDiameterStdev,54.70,50,0/40,#ff0010,50,2020-01-15 15:29:06,0,0
PDotDiameterStdev,45.80,50,0/40,#ff0010,50,2020-01-15 15:29:06,0,0
LeftXDeviation,0,10,-60/0,OK,50,2020-01-15 15:29:06,0,0
RightXDeviation,0,10,20/90,OK,50,2020-01-15 15:29:06,0,0
NNLineDistanceAve,0,10,971/974,OK,50,2020-01-15 15:29:06,0,0
PPLineDistanceAve,1,10,971/974,OK,50,2020-01-15 15:29:06,1,0
NNLineDistanceMax,0,10,975/990,OK,50,2020-01-15 15:29:06,0,0
PPLineDistanceMax,0,10,975/990,OK,50,2020-01-15 15:29:06,0,0
NNLineDistanceMin,4,10,960/970,OK,50,2020-01-15 15:29:06,4,0
PPLineDistanceMin,5,10,960/970,OK,50,2020-01-15 15:29:06,5,0
NInlineDotDistanceAve,0,10,110/120,OK,50,2020-01-15 15:29:06,0,0
PInlineDotDistanceAve,2,10,110/120,OK,50,2020-01-15 15:29:06,2,0
NtoPLineDistanceAve,0,10,485/488,OK,50,2020-01-15 15:29:06,0,0
NtoPLineDistanceMax,5,10,495/505,OK,50,2020-01-15 15:29:06,5,0
NtoPLineDistanceMin,4,10,473/483,OK,50,2020-01-15 15:29:06,4,0
INNOLAS2005_LCM_L17L18,LASTRUN,2020-01-15 15:29:06,50,HEADER,,,
